"hydrocode","name","bundle","ftype","wkt_geom"
"VAL091707","AMELIA COURTHOUSE SANITARY DISTRICT STP","facility","wwtp","POINT (37.362975 -77.983023)"
"VAL092274","ROHOIC CREEK WASTEWATER TREATM","facility","wwtp","POINT (37.215277 -77.444444)"
"VAL092282","LEESBURG WATER POLLUTION","facility","wwtp","POINT (39.09505 -77.52865)"
"VALL21385","ORANGE TOWN SEWAGE TREATMENT PLANT","facility","wwtp","POINT (38.261 -78.15161)"
"VALL29521","HANOVER COUNTY DOSWELL WWTP","facility","wwtp","POINT (37.835674 -77.450141)"
"VALL92282","LEESBURG TOWN - WATER POLLUTION CONTROL DIVISION","facility","wwtp","POINT (39.092386 -77.525084)"
"VALX90263","BROADWAY, TOWN OF REGIONAL WWTF","facility","wwtp","POINT (38.603776 -78.807552)"
"VAN010006","LURAY WWTP","facility","wwtp","POINT (38.684558 -78.458819)"
"VAN010007","MERCK SHARP & DOHME CORP - ELKTON PLANT","facility","wwtp","POINT (38.400452 -78.619953)"
"VAN010008","ALMA PLANT","facility","wwtp","POINT (38.59 -78.566111)"
"VAN010009","VPGC LLC-HINTON","facility","wwtp","POINT (38.4684 -78.976586)"
"VAN010010","FRONT ROYAL STP","facility","wwtp","POINT (38.944167 -78.188611)"
"VAN010011","GEORGE'S CHICKEN LLC","facility","wwtp","POINT (38.87751 -78.60877)"
"VAN010012","MT JACKSON STP","facility","wwtp","POINT (38.748131 -78.630514)"
"VAN010014","NORTH FORK REGIONAL WWTP","facility","wwtp","POINT (38.82923 -78.5322)"
"VAN010015","STONEY CREEK SANITARY DISTRICT STP","facility","wwtp","POINT (38.83274 -78.74458)"
"VAN010016","BASHAM SIMMS WASTEWATER FACILITY","facility","wwtp","POINT (39.12141 -77.71092)"
"VAN010017","BROAD RUN WATER RECLAMATION","facility","wwtp","POINT (39.03177 -77.44522)"
"VAN010018","PWCSA - H L MOONEY WASTEWATER TREATMENT WORKS","facility","wwtp","POINT (38.61623 -77.26961)"
"VAN010019","UOSA - CENTREVILLE","facility","wwtp","POINT (38.81142 -77.45508)"
"VAN010020","VINT HILL FARMS STATION WWTP","facility","wwtp","POINT (38.74728 -77.6846)"
"VAN010021","ARLINGTON COUNTY WATER POLLUTION CONTROL FACILITY","facility","wwtp","POINT (38.8439 -77.05692)"
"VAN010022","NOMAN M COLE JR POLLUTION CONTROL PLANT","facility","wwtp","POINT (38.704002 -77.207057)"
"VAN010023","AQUIA WASTEWATER TREATMENT PLANT","facility","wwtp","POINT (38.44636 -77.39547)"
"VAN010039","MASSANUTTEN PUBLIC SERVICE CORPORATION STP","facility","wwtp","POINT (38.40488 -78.71682)"
"VAN010040","BERRYVILLE WWTP","facility","wwtp","POINT (39.13672 -77.95567)"
"VAN010041","NAVAL SUPPORT FACILITY DAHLGREN","facility","wwtp","POINT (38.330717 -77.04521)"
"VAN010042","NORTH RIVER WWTF","facility","wwtp","POINT (38.343547 -78.92986)"
"VAN010043","US MARINE CORPS - MCB QUANTICO - MAINSIDE STP","facility","wwtp","POINT (38.514917 -77.298667)"
"VAN010050","APPAREL & ADVANCED TEXTILES LLC - WAYNESBORO","facility","wwtp","POINT (38.061111 -78.883333)"
"VAN010057","FWSA - AGGREGATE NUTRIENT DISCHARGE","facility","wwtp","POINT (39.18415 -78.16241)"
"VAN010058","VIRGINIA AMERICAN WATER PRINCE WILLIAM - AGGREGATE","facility","wwtp","POINT (38.80537 -77.06699)"
"VAN010059","ALEXANDRIA RENEW ENTERPRISES WWTP","facility","wwtp","POINT (38.7989 -77.0606)"
"VAN010060","KGCSA - POTOMAC AGGREGATE NUTRIENT DISCHARGE","facility","wwtp","POINT (38.26714 -77.17971)"
"VAN010061","LEESBURG TOWN - WATER POLLUTION CONTROL DIVISION","facility","wwtp","POINT (39.092386 -77.525084)"
"VAN010062","TOWN OF BROADWAY REGIONAL WWTF","facility","wwtp","POINT (38.631934 -78.75566)"
"VAN010092","AUGUSTA CNTY SVC AUTH AGGREGATE NUTRIENT DISCHARGE","facility","wwtp","POINT (38.18894 -78.97262)"
"VAN010093","ROUND HILL TOWN WASTEWATER TREATMENT PLANT","facility","wwtp","POINT (39.120556 -77.757222)"
"VAN010094","WOODSTOCK STP","facility","wwtp","POINT (38.88199 -78.48218)"
"VAN010096","MILLERCOORS BREWING CO - SHENANDOAH BREWERY","facility","wwtp","POINT (38.3675 -78.681389)"
"VAN010098","WAYNESBORO WWTP","facility","wwtp","POINT (38.080536 -78.874625)"
"VAN010099","TOWN OF COLONIAL BEACH WASTEWATER TREATMENT PLANT","facility","wwtp","POINT (38.272693 -76.994705)"
"VAN010102","STRASBURG STP","facility","wwtp","POINT (38.97743 -78.35444)"
"VAN010107","BOYCE STP","facility","wwtp","POINT (39.09051 -78.05713)"
"VAN010120","MIDDLEBURG WASTEWATER TREATMENT PLANT","facility","wwtp","POINT (38.971563 -77.728198)"
"VAN010121","MIDDLETOWN STP","facility","wwtp","POINT (39.035016 -78.288436)"
"VAN010123","LAKE HOLIDAY WWTP","facility","wwtp","POINT (39.309444 -78.305833)"
"VAN010124","THE MADEIRA SCHOOL","facility","wwtp","POINT (38.96506 -77.23458)"
"VAN010128","FOREST LAKES ESTATES STP","facility","wwtp","POINT (39.064154 -78.181463)"
"VAN010129","LOVETTSVILLE TOWN WASTEWATER TREATMENT FACILITY","facility","wwtp","POINT (39.28172 -77.64911)"
"VAN010131","CHRISTENDOM COLLEGE STP","facility","wwtp","POINT (38.95226 -78.14654)"
"VAN010134","NEW MARKET POULTRY LLC","facility","wwtp","POINT (38.64729 -78.67009)"
"VAN010136","SANDYS MOBILE HOME COURT (MHC) LLC STP","facility","wwtp","POINT (39.06438 -78.14803)"
"VAN010142","STANLEY STP","facility","wwtp","POINT (38.587927 -78.565946)"
"VAN010144","ELKTON STP","facility","wwtp","POINT (38.410278 -78.635278)"
"VAN010155","MCGAHEYSVILLE STP","facility","wwtp","POINT (38.35937 -78.72142)"
"VAN020024","CULPEPER WASTEWATER TREATMENT PLANT","facility","wwtp","POINT (38.481944 -78.009722)"
"VAN020025","ORANGE TOWN SEWAGE TREATMENT PLANT","facility","wwtp","POINT (38.261 -78.15161)"
"VAN020026","RAPIDAN WWTP","facility","wwtp","POINT (38.24172 -78.38568)"
"VAN020028","WARRENTON TOWN SEWAGE TREATMENT PLANT","facility","wwtp","POINT (38.71584 -77.81612)"
"VAN020029","WILDERNESS WASTEWATER TREATMENT PLANT","facility","wwtp","POINT (38.372065 -77.749208)"
"VAN020030","HAYMOUNT WASTEWATER TREATMENT FACILITY","facility","wwtp","POINT (38.205405 -77.260239)"
"VAN020031","LITTLE FALLS RUN WASTEWATER TREATMENT FACILITY","facility","wwtp","POINT (38.258981 -77.41387)"
"VAN020032","MONTROSS WESTMORELAND WWTP","facility","wwtp","POINT (38.090805 -76.829595)"
"VAN020033","TAPPAHANNOCK TOWN OF WWTP","facility","wwtp","POINT (37.915259 -76.876034)"
"VAN020034","HRSD URBANNA SEWAGE TREATMENT PLANT","facility","wwtp","POINT (37.63229 -76.58099)"
"VAN020035","US ARMY - FORT A P HILL - WILCOX CAMP","facility","wwtp","POINT (38.104444 -77.278055)"
"VAN020036","WARSAW WASTEWATER TREATMENT PLANT","facility","wwtp","POINT (37.915278 -76.723056)"
"VAN020037","OMEGA PROTEIN - REEDVILLE","facility","wwtp","POINT (37.829281 -76.277158)"
"VAN020038","KILMARNOCK WASTEWATER TREATMENT PLANT","facility","wwtp","POINT (37.7088 -76.37407)"
"VAN020044","HAYNESVILLE CORRECTIONAL CENTER","facility","wwtp","POINT (37.956667 -76.676389)"
"VAN020053","FAUQUIER COUNTY WSA - AGGREGATE NUTRIENT DISCHARGE","facility","wwtp","POINT (38.53006 -77.7981)"
"VAN020054","CULPEPER COUNTY - AGGREGATE NUTRIENT DISCHARGE","facility","wwtp","POINT (38.47345 -77.99639)"
"VAN020055","SPOTSYLVANIA COUNTY - AGGREGATE NUTRIENT DISCHARGE","facility","wwtp","POINT (38.27427 -77.49719)"
"VAN020056","KGCSA - RAPPAHANNOCK AGGREGATE NUTRIENT DISCHARGE","facility","wwtp","POINT (38.26714 -77.17971)"
"VAN020095","FREDERICKSBURG WASTEWATER TREATMENT FACILITY","facility","wwtp","POINT (38.288972 -77.451111)"
"VAN020101","REEDVILLE SANITARY DISTRICT","facility","wwtp","POINT (37.831402 -76.270039)"
"VAN020108","RUSH RIVER WASTEWATER TREATMENT PLANT","facility","wwtp","POINT (38.713167 -78.151139)"
"VAN020109","PRESIDENTIAL LAKES SECTION 14 STP","facility","wwtp","POINT (38.290556 -77.246389)"
"VAN020111","BOSTON WATER AND SEWER STP - NEW FACILITY","facility","wwtp","POINT (38.524444 -78.138889)"
"VAN020113","FOUR WINDS CAMPGROUND SEWAGE TREATMENT PLANT","facility","wwtp","POINT (38.24824 -77.26506)"
"VAN020114","THE TIDES UTILITIES LLC NORTH WWTP","facility","wwtp","POINT (37.67089 -76.42797)"
"VAN020115","WINDMILL POINT RESORT AND YACHT HARBOR","facility","wwtp","POINT (37.61682 -76.2923)"
"VAN020157","REGATTA POINT YACHT CLUB","facility","wwtp","POINT (37.55918 -76.31086)"
"VAN020160","NORVIEW MARINA","facility","wwtp","POINT (37.55462 -76.31302)"
"VAN020162","CAMP RED ARROW WWTP","facility","wwtp","POINT (38.443421 -77.846277)"
"VAN030045","CAROLINE COUNTY REGIONAL WWTP","facility","wwtp","POINT (37.96271 -77.422447)"
"VAN030046","GORDONSVILLE SEWAGE TREATMENT PLANT","facility","wwtp","POINT (38.08212 -78.223645)"
"VAN030047","PLAINS MARKETING LP YORKTOWN","facility","wwtp","POINT (37.21022 -76.45366)"
"VAN030048","PARHAM LANDING WWTP","facility","wwtp","POINT (37.51482 -76.8589)"
"VAN030049","WESTROCK CP LLC - WEST POINT","facility","wwtp","POINT (37.5392 -76.8053)"
"VAN030051","HANOVER COUNTY - AGGREGATE NUTRIENT DISCHARGE","facility","wwtp","POINT (37.76446 -77.36642)"
"VAN030052","HRSD - YORK RIVER AGGREGATE NUTRIENT DISCHARGE","facility","wwtp","POINT (36.895692 -76.189009)"
"VAN030110","LAKE LAND OR WASTEWATER TREATMENT PLANT","facility","wwtp","POINT (38.008878 -77.552249)"
"VAN030119","SHENANDOAH CROSSING STP","facility","wwtp","POINT (38.07986 -78.14306)"
"VAN030133","BEAR ISLAND PAPER COMPANY","facility","wwtp","POINT (37.8181 -77.4375)"
"VAN030146","LAKE ANNA ENVIRONMENTAL SERVICES STP","facility","wwtp","POINT (38.08437 -77.827121)"
"VAN030154","LOUISA COUNTY WATER AUTHORITY - AGGREGATE NUTRIENT","facility","wwtp","POINT (38.01542 -77.9719)"
"VAN030156","WOODFORD ESTATES MHC LIMITED LIABILITY CORPORATION","facility","wwtp","POINT (38.091378 -77.520332)"
"VAN040063","BUENA VISTA STP","facility","wwtp","POINT (37.72405 -79.3645)"
"VAN040065","COVINGTON CITY - WASTEWATER TREATMENT PLANT","facility","wwtp","POINT (37.759154 -79.995574)"
"VAN040066","GP BIG ISLAND LLC","facility","wwtp","POINT (37.532832 -79.355595)"
"VAN040067","MOHAWK INDUSTRIES INC","facility","wwtp","POINT (37.636098 -79.446543)"
"VAN040068","LEXINGTON-ROCKBRIDGE REGIONAL WQCF","facility","wwtp","POINT (37.795135 -79.414588)"
"VAN040069","ALLEGHANY COUNTY - AGGREGATE NUTRIENT DISCHARGE","facility","wwtp","POINT (37.793175 -79.886469)"
"VAN040070","WESTROCK VIRGINIA CORPORATION - COVINGTON","facility","wwtp","POINT (37.796355 -79.992817)"
"VAN040071","RUTLEDGE CREEK WWTP","facility","wwtp","POINT (37.58492 -79.02912)"
"VAN040072","BWXT NUCLEAR OPERATIONS GROUP INC","facility","wwtp","POINT (37.4091 -79.0553)"
"VAN040073","GREIF RIVERVILLE LLC - FIBRE PLANT","facility","wwtp","POINT (37.5108 -78.9103)"
"VAN040074","LAKE MONTICELLO STP","facility","wwtp","POINT (37.91735 -78.29935)"
"VAN040075","LYNCHBURG REGIONAL WASTEWATER TREATMENT PLANT","facility","wwtp","POINT (37.395561 -79.113797)"
"VAN040076","MOORES CREEK ADVANCED WATER RESOURCE RECOVERY FAC","facility","wwtp","POINT (38.017507 -78.460485)"
"VAN040077","DOC POWHATAN CORRECTIONAL CENTER","facility","wwtp","POINT (37.63801 -77.83314)"
"VAN040078","THE SUSTAINABILITY PARK LLC","facility","wwtp","POINT (37.35376 -77.31651)"
"VAN040079","E I DU PONT DE NEMOURS AND COMPANY - SPRUANCE PLT","facility","wwtp","POINT (37.45093 -77.43415)"
"VAN040080","CHESTERFIELD COUNTY - AGGREGATE NUTRIENT DISCHARGE","facility","wwtp","POINT (37.436111 -77.426944)"
"VAN040081","HENRICO COUNTY WATER RECLAMATION FACILITY","facility","wwtp","POINT (37.41572 -77.32345)"
"VAN040082","ADVANSIX RESINS & CHEMICALS LLC","facility","wwtp","POINT (37.29757 -77.27724)"
"VAN040083","HOPEWELL WATER RENEWAL","facility","wwtp","POINT (37.29322 -77.26249)"
"VAN040084","PHILIP MORRIS USA INCORPORATED - PARK 500","facility","wwtp","POINT (37.3404 -77.27738)"
"VAN040085","RICHMOND WWTP","facility","wwtp","POINT (37.522046 -77.422183)"
"VAN040086","DOMINION - CHESTERFIELD POWER STATION","facility","wwtp","POINT (37.3821 -77.3779)"
"VAN040087","SOUTH CENTRAL WASTEWATER AUTHORITY WWTF","facility","wwtp","POINT (37.23754 -77.39709)"
"VAN040089","TYSON FARMS INCORPORATED - GLEN ALLEN","facility","wwtp","POINT (37.697222 -77.5525)"
"VAN040090","HRSD - JAMES RIVER - AGGREGATE NUTRIENT DISCHARGE","facility","wwtp","POINT (36.895692 -76.189009)"
"VAN040097","FARMVILLE ADVANCED WWTP","facility","wwtp","POINT (37.3247 -78.437)"
"VAN040100","CREWE WWTP","facility","wwtp","POINT (37.17562 -78.12415)"
"VAN040103","WINTERGREEN STONEY CREEK STP","facility","wwtp","POINT (37.898979 -78.862478)"
"VAN040104","DILLWYN WWTP","facility","wwtp","POINT (37.535833 -78.461667)"
"VAN040105","AMELIA CH SAN DIST - AGGREGATE NUTRIENT DISCHARGE","facility","wwtp","POINT (37.337722 -77.933833)"
"VAN040106","PALMYRA AREA WWTP","facility","wwtp","POINT (37.85481 -78.26964)"
"VAN040118","AUGUSTA CORRECTIONAL CENTER","facility","wwtp","POINT (38.06227 -79.38583)"
"VAN040126","CENTRAL WWTP","facility","wwtp","POINT (37.825588 -78.27297)"
"VAN040127","SUFFOLK CITY - G ROBERT HOUSE JR WTP","facility","wwtp","POINT (36.86369 -76.572)"
"VAN040132","DEER PARK STP","facility","wwtp","POINT (38.148931 -78.165457)"
"VAN040140","FINCASTLE TOWN - REGIONAL SEWAGE TREATMENT PLANT","facility","wwtp","POINT (37.516667 -79.879444)"
"VAN040141","KESWICK STP","facility","wwtp","POINT (38.01577 -78.36611)"
"VAN040143","EHEART SUBDIVISION STP","facility","wwtp","POINT (38.191667 -78.355)"
"VAN040145","OILVILLE WASTEWATER TREATMENT PLANT","facility","wwtp","POINT (37.707778 -77.780278)"
"VAN040173","MANAKIN FARMS WATEWATER TREATMENT PLANT (WWTP)","facility","wwtp","POINT (37.607777 -77.728333)"
"VAN050001","CAPE CHARLES TOWN - WASTEWATER TREATMENT PLANT","facility","wwtp","POINT (37.2628 -76.0157)"
"VAN050002","ONANCOCK TOWN - WASTE WATER TREATMENT PLANT","facility","wwtp","POINT (37.717132 -75.747799)"
"VAN050003","RIVERSIDE SHORE MEMORIAL HOSPITAL","facility","wwtp","POINT (37.47444 -75.863752)"
"VAN050004","TANGIER TOWN","facility","wwtp","POINT (37.828055 -75.998888)"
"VAN050005","TYSON FARMS INC - TEMPERANCEVILLE","facility","wwtp","POINT (37.885 -75.555278)"
"VAP181272","U.S. DOE THOMAS JEFFERSON FAC","facility","wwtp","POINT (36.97279 -76.41577)"
"VAR040029","CITY OF SUFFOLK - MS4","facility","wwtp","POINT (36.72964 -76.5892)"
"VAR040035","JOINT BASE LANGLEY EUSTIS (JBLE)","facility","wwtp","POINT (37.121274 -76.602274)"
"VAR040057","CITY OF ALEXANDRIA","facility","wwtp","POINT (38.80547 -77.08071)"
"VAR040071","STAFFORD COUNTY PUBLIC SCHOOLS","facility","wwtp","POINT (38.36571 -77.47103)"
"VAR040075","MS4-HARRISONBURG, VIRGINIA","facility","wwtp","POINT (38.44603 -78.86947)"
"VAR040100","PRINCE WILLIAM COUNTY SCHOOL DIVISION","facility","wwtp","POINT (38.62878 -77.43694)"
"VAR040104","FAIRFAX COUNTY PUBLIC SCHOOLS","facility","wwtp","POINT (38.86894 -77.22439)"
"VAR040113","FREDERICK COUNTY PUBLIC SCHOOLS","facility","wwtp","POINT (39.1911 -78.18631)"
"VAR040114","NORFOLK NAVAL STATION-MS4","facility","wwtp","POINT (36.93793 -76.31861)"
"VAR050014","VAUGHANS FURNITURE CO.","facility","wwtp","POINT (36.65991 -80.929865)"
"VAR050046","PERMATILE CONCRETE, COPR.","facility","wwtp","POINT (36.61102 -82.134449)"
"VAR050123","ESTES EXPRESS LINES","facility","wwtp","POINT (36.937046 -80.950793)"
"VAR050140","GOOCHS RECYCLING","facility","wwtp","POINT (37.11955 -80.71814)"
"VAR050168","LYNCHBURG REGIONAL AIRPORT","facility","wwtp","POINT (37.3427 -79.189783)"
"VAR050202","GEM CITY IRON&METAL RECYCLING","facility","wwtp","POINT (37.060064 -80.768567)"
"VAR050214","SHREDDED PRODUCTS CO","facility","wwtp","POINT (37.382222 -79.729167)"
"VAR050222","GLAD MANUFACTURING","facility","wwtp","POINT (37.59184 -79.03431)"
"VAR050256","TAYLOR-RAMSEY CORP.","facility","wwtp","POINT (37.522251 -78.668194)"
"VAR050275","OLD DOMINION AUTO SALVAGE","facility","wwtp","POINT (37.29667 -79.89931)"
"VAR050452","MARVIN V. TEMPLETON & SONS","facility","wwtp","POINT (37.380903 -79.160354)"
"VAR050462","SOUTHERN STATES COOPERATIVE","facility","wwtp","POINT (37.27913 -79.908892)"
"VAR050504","STAUTON METAL RECYCLERS","facility","wwtp","POINT (38.14362 -79.07906)"
"VAR050511","WAYTEC ELECTRONIC","facility","wwtp","POINT (37.38089 -79.21977)"
"VAR050513","WEYERHOUSER","facility","wwtp","POINT (37.37857 -79.16081)"
"VAR050527","R.R. CONNELLEY PRINTING CO.","facility","wwtp","POINT (37.378271 -79.169613)"
"VAR050577","ANDERSON LUMBER, INC","facility","wwtp","POINT (37.334 -77.98876)"
"VAR050581","BUFFALO SHOOK CO.","facility","wwtp","POINT (37.304463 -78.396236)"
"VAR050604","MEAD WESTVACO CORP","facility","wwtp","POINT (37.568732 -78.859355)"
"VAR050607","HUBER ENGINEERED WOODS, LLC","facility","wwtp","POINT (36.8328 -78.9202)"
"VAR050619","TXI CHAPPARRAL STEEL","facility","wwtp","POINT (37.179193 -77.447791)"
"VAR050628","PALLET ONE OF VA, LLC","facility","wwtp","POINT (36.80964 -78.465079)"
"VAR050640","BUFFALO WOOD PRODUCTS","facility","wwtp","POINT (37.513013 -78.45935)"
"VAR050655","TXI CHAPARRAL STEEL","facility","wwtp","POINT (37.179193 -77.447791)"
"VAR050682","TINDALL","facility","wwtp","POINT (37.1985 -77.5233)"
"VAR050685","PIERCE JOHNSON LUMBER CO","facility","wwtp","POINT (37.513013 -78.45935)"
"VAR050686","NORFOLK SOUTHERN CORP","facility","wwtp","POINT (37.19271 -77.34259)"
"VAR050690","ARBOR TECH FOREST PRODUCTS","facility","wwtp","POINT (37.070866 -77.943305)"
"VAR050691","ENERGY SOLUTIONS","facility","wwtp","POINT (37.362975 -77.983023)"
"VAR050716","CUNNINGHAM BROS. USED AUTO","facility","wwtp","POINT (37.28005 -79.16849)"
"VAR050717","CYCLE SYSTEMS, INC","facility","wwtp","POINT (37.522251 -78.668194)"
"VAR050740","CARDINAL HOMES, INC","facility","wwtp","POINT (36.860525 -78.588832)"
"VAR050772","MCCREADY LUMBER CO., INC","facility","wwtp","POINT (37.060064 -80.768567)"
"VAR050776","STAR CITY AUTO PARTS, INC","facility","wwtp","POINT (37.281737 -79.992338)"
"VAR050860","NATIONAL ASPHALT","facility","wwtp","POINT (38.862461 -77.271488)"
"VAR050878","CHIPS, INC","facility","wwtp","POINT (37.96805 -78.21419)"
"VAR050901","APAC MANASSAS","facility","wwtp","POINT (38.75019 -77.53914)"
"VAR050919","VIRGINIA PAVING- STAFFORD","facility","wwtp","POINT (38.47231 -77.46665)"
"VAR050922","VIRGINIA PAVING, CO","facility","wwtp","POINT (37.522251 -78.668194)"
"VAR050974","BFI INDUSTRIES","facility","wwtp","POINT (37.99099 -78.50408)"
"VAR051012","VIRGINIA PAVING CO","facility","wwtp","POINT (38.295442 -77.48292)"
"VAR051022","HARRIS TRUCKING CO","facility","wwtp","POINT (37.383054 -79.165044)"
"VAR051055","KLOCKNER INTERTRANS","facility","wwtp","POINT (38.155591 -78.170474)"
"VAR051137","VIRGINIA MARBLE MANUFACTURE","facility","wwtp","POINT (36.9618 -78.122846)"
"VAR051227","OLD VIRGINIA BRICK","facility","wwtp","POINT (37.274767 -80.123724)"
"VAR100540","DINEIDDIE AIRPORT & INDUSTRIAL","facility","wwtp","POINT (37.18247 -77.50229)"
"VAR100767","BELMONT COUNTRY CLUB","facility","wwtp","POINT (39.051266 -77.490028)"
"VAR100798","BRIARWOOD","facility","wwtp","POINT (38.15912 -78.41787)"
"VAR100799","DOMINION COUNTRY CLUB SECTION6","facility","wwtp","POINT (38.835873 -77.630169)"
"VAR100878","CAPITOL ONE","facility","wwtp","POINT (37.522251 -78.668194)"
"VAR100895","BELVEDERE TOWN CENTER","facility","wwtp","POINT (38.074166 -78.449421)"
"VAR100926","OLD TRAIL VILLAGE","facility","wwtp","POINT (38.058506 -78.709396)"
"VAR101005","PRESIDENTAL HILLS","facility","wwtp","POINT (38.73196 -77.24963)"
"VAR101014","SHENSTONE","facility","wwtp","POINT (39.117402 -77.603882)"
"VAR101072","ASHBROOK VILLAGE","facility","wwtp","POINT (39.05897 -77.47209)"
"VAR101294","BUCKINGHAM COUNTY MIDDLE SCH","facility","wwtp","POINT (37.529496 -78.65224)"
"VAR101305","CLARK REALTY BUILDERS","facility","wwtp","POINT (37.29365 -78.376415)"
"VAR101351","PRINCESS ANNE QUARTER","facility","wwtp","POINT (37.522251 -78.668194)"
"VAR101388","WALMART 1811-03","facility","wwtp","POINT (37.522251 -78.668194)"
"VAR101401","PEMBROOKE - PHASE 1, SECTION 2","facility","wwtp","POINT (37.522251 -78.668194)"
"VAR101441","HEARTHSTONE VILLAGE","facility","wwtp","POINT (38.903354 -77.29769)"
"VAR101487","PLEASANT VALLEY COMPRESSOR STATION","facility","wwtp","POINT (38.854699 -77.515626)"
"VAR101490","HUNT CHASE AT WEST MARKET","facility","wwtp","POINT (38.868128 -77.643031)"
"VAR102130","LOUDOUN VALLEY ESTATES","facility","wwtp","POINT (38.967103 -77.493543)"
"VAR102279","HYLAND RIDGE SUBDIVISION","facility","wwtp","POINT (38.03771 -78.43927)"
"VAR102337","LANIER FARMS","facility","wwtp","POINT (38.739376 -77.566158)"
"VAR102489","PROVIDENCE RIDGE","facility","wwtp","POINT (38.938097 -77.541405)"
"VAR102807","HARVEST RIDGE ESTATES","facility","wwtp","POINT (39.163386 -78.191688)"
"VAR103397","SUPER WALMART","facility","wwtp","POINT (37.522251 -78.668194)"
"VAR103461","SLATE HILL HOUSING DEVELOPMENT","facility","wwtp","POINT (37.278483 -79.933818)"
"VAR103921","LOUDOUN VALLEY ESTATES II","facility","wwtp","POINT (38.988903 -77.504236)"
"VAR103930","MOOREFIELD GREEN","facility","wwtp","POINT (38.988903 -77.504236)"
"VAR103938","EVERGREEN MEADOWS","facility","wwtp","POINT (39.106506 -77.555574)"
"VAR103977","CARLTON AT STONELEIGH, LLC","facility","wwtp","POINT (37.640631 -77.424393)"
"VAR104191","SHENSTONE","facility","wwtp","POINT (39.117402 -77.603882)"
"VAR104199","SOUTH RIDING, LOGACY","facility","wwtp","POINT (38.90963 -77.509101)"
"VAR104209","SUFFIELD MEADOWS","facility","wwtp","POINT (37.522251 -78.668194)"
"VAR104350","THE HIGHLANDS","facility","wwtp","POINT (37.522251 -78.668194)"
"VAR104414","TWIN LAKES OVERLOOK","facility","wwtp","POINT (39.16675 -78.09014)"
"VAR104634","WEST VILLAGE CONSTRUCTION","facility","wwtp","POINT (37.522251 -78.668194)"
"VAR105317","DOMINION VALLEY COUNTRY CLUB SWPPP 4","facility","wwtp","POINT (38.848388 -77.658183)"
"VAR105528","EAGLES POINTE SECTION 11","facility","wwtp","POINT (38.607112 -77.304489)"
"VAR106141","BEAZER HOMES USA-COLONIAL FORGE SECTION 2","facility","wwtp","POINT (38.43711 -77.45395)"
"VAR107363","HANBURY MANOR","facility","wwtp","POINT (36.68965 -76.23371)"
"VAR107429","JOLIFF LANDING COMMERICIAL CENTER","facility","wwtp","POINT (36.8178 -76.4483)"
"VAR107430","JOLIFF LANDING TOWNHOUSES","facility","wwtp","POINT (36.8189 -76.4522)"
"VAR108818","DOMINION LIBERTY SUBSTATION","facility","wwtp","POINT (38.771282 -77.441024)"
"VAR10C359","METROPOLITAN PARK IV AND V","facility","wwtp","POINT (38.863176 -77.054279)"
"VAR10C407","POTOMAC WATER TREATMENT PLANT","facility","wwtp","POINT (39.0472 -77.5325)"
"VAR10C624","MILLENNIUM PROJECT ARLINGTON NTIONAL CEMETERY","facility","wwtp","POINT (38.883611 -77.073056)"
"VAR10C640","BEAZER HOMES USA-SPRINGS AT LENAH","facility","wwtp","POINT (38.94057 -77.60452)"
"VAR10C662","BEAZER HOMES USA-GROVES AT WILLOWSFORD","facility","wwtp","POINT (38.92619 -77.5846)"
"VAR10C775","DOMINION MEADOWS AKA E&S CONTROL PLAN OF DOMINION MEADOW LAKE","facility","wwtp","POINT (36.7125 -76.3186)"
"VAR10C817","BELVEDERE SECTION II","facility","wwtp","POINT (38.074166 -78.457247)"
"VAR10D013","CULPEPPER LANDING","facility","wwtp","POINT (36.729 -76.3625)"
"VAR10D139","DULLES METRO","facility","wwtp","POINT (38.96495 -77.4313)"
"VAR10D417","BEAZER HOMES USA-SUMMERFIELD II","facility","wwtp","POINT (38.27314 -77.49562)"
"VAR10F729","CROSSTRAILS COMMERICAL CENTER","facility","wwtp","POINT (39.071111 -77.560833)"
"VAR10G187","GOOSE CREEK","facility","wwtp","POINT (38.9667 -77.5489)"
"VAR10G914","NATIONAL MUSEUM OF THE MARINE CORPS EXPANSION","facility","wwtp","POINT (38.54303 -77.33832)"
"VAR10H092","VA DOT LEESBURG","facility","wwtp","POINT (38.8702 -77.5411)"
"VAR10H397","ICSP LLC","facility","wwtp","POINT (38.9493 -77.5217)"
"VAR10I177","POTOMAC SHORES ELEMENTARY SCHOOL","facility","wwtp","POINT (38.5717 -77.2865)"
"VAR110019","HUNTER ASPHALT INC.","facility","wwtp","POINT (37.068353 -81.710809)"
"VAR130015","AMERICAN WOODMARK","facility","wwtp","POINT (38.25164 -78.11126)"
"VAR140049","SCOOT PALLETS, INC","facility","wwtp","POINT (37.336131 -77.973218)"
"VAR140069","AMELIA LUMBER CO., INC","facility","wwtp","POINT (37.33557 -77.991602)"
"VAR140156","KYANITE MINING CORP","facility","wwtp","POINT (37.522251 -78.668194)"
"VAR150067","APAC","facility","wwtp","POINT (38.75019 -77.53914)"
"VAR160060","AUGUSTA LUMBER CO","facility","wwtp","POINT (38.10871 -79.07332)"
"VAR220049","FOREST PRODUCTS OF VA, INC","facility","wwtp","POINT (37.305702 -79.301265)"
"VAR220111","MARTINSVILLE CONCRETE PRODUCTS","facility","wwtp","POINT (36.68139 -79.86652)"
